question,answer,category
He has brown eyes.,Il a les yeux marron.; Do NOT use brun for brown eyes!,vocabulary
talkative, bavard / bavarde (m/f),vocabulary
happy,heureux / heureuse (m/f); pronounced 'oo-roo' and 'oo-rose',vocabulary
sad,triste; adjectives that end in E are the same in masculine and feminine form,vocabulary
angry,énervé / énervée (m/f),vocabulary
charming,charmant / charmonte (m/f),vocabulary
courageous,courageux / courageuse (m/f),vocabulary
lazy / does nothing,fainéant(e),vocabulary
serious,sérieux / sérieuse,vocabulary
smart,intelligent(e),vocabulary
stupid,bête / stupide; adjectives that end in E are the same in masculine and feminine form,vocabulary
pleasant vs unpleasant,agréable vs désagréable; adjectives that end in E are the same in masculine and feminine form,vocabulary
optimistic,optimiste; adjectives that end in E are the same in masculine and feminine form,vocabulary
dynamic,dynamique; adjectives that end in E are the same in masculine and feminine form,vocabulary
modest,modeste; adjectives that end in E are the same in masculine and feminine form,vocabulary
He is modest. 3 ways to say this.,Il est modeste. Il est un homme modeste. C'est un homme modeste.,vocabulary
funny/,drôle (same m/f) / marrant,vocabulary
dead,mort(e) / décédé(e),vocabulary
fit/thin,mince (same m/f),vocabulary
fat,rond(e),vocabulary
pretty,joli / jolie (m/f),vocabulary
ugly,laid(e); pronounced 'lay' / 'layd' (m/f),vocabulary
good-looking,The best translation is: beau / belle (m/f) ...which is very irregular when changing gender and it is also irregular in that it comes before the noun it is describing.; Alternatively you can also use elegant(e); NB: beau changes to bel if the noun following it starts with a vowel or silent H,vocabulary
He is good-looking.,Il est beau.,vocabulary
She is very good-looking / beautiful.,Elle est très belle.,vocabulary
a good-looking woman,une belle femme; beau/belle is irregular in that it comes before the noun it describes,vocabulary
a good-looking cat,un beau chat; beau/belle is irregular in that it comes before the noun it describes,vocabulary
a good-looking man,un bel homme; !! beau changes to bel when the noun starts with a vowel (or a silent H followed by a vowel); beau/bel/belle is also irregular in that it comes before the noun it describes,vocabulary
He has beautiful blue eyes.,Il a de beaux yeux bleus. ('eel-ah-duh-bows-ah-blu'); yeax is masculine plural so 'beau' and 'bleu' must change to agree; 'beaux' comes before the noun (irregular) but 'bleus' comes after the noun (expected),vocabulary
good or nice,bon / bonne; this is an irregular adjective in that it comes before the noun that it describes,vocabulary
Which adjectives come before the noun they are describing (instead of after it like expected)?,petit(e) + grand(e) + beau/bel/belle + bon/bonne,vocabulary
a good onion,un bon oignon; bon/bonne comes before the noun it describes (irregular),vocabulary
a good day,une bonne journée,vocabulary
I am busy.,Je suis occupé.,vocabulary
foodie / really loves the food,gourmand / gourmande (m/f); e.g. Il est gourmand.; idiomatic french,vocabulary
cooked,cuit / cuite (m/f),vocabulary
raw,cru / crue (m/f),vocabulary
chopped,X en morceaux ('moor-soh'); e.g. oignon en morceaux,vocabulary
salty or salted,salé / salée (m/f),vocabulary
spicy,épicé / épicée (m/f),vocabulary
hot,chaud / chaude (m/f),vocabulary
cold,froid / froide (m/f),vocabulary
a little heavy / too heavy / very heavy,un peu lourd(e) / trop ('twow') lourd(e) / très lourd(e); the modifiers never adapt to gender - they are always the same but the adjectives (e.g. lourd(e)) do need to agree with the noun,vocabulary
expensive,cher,vocabulary
a good deal,bon marché; it's not really a noun or adjective; e.g. C'est bon marché!; It means good value for money.,vocabulary
new,neuf / nouvelle (m/f) ...is an exception - doesn't follow the 'rules' for gender,vocabulary
true and false (m/f),vrai/vraie and faux/fousse ...is an exception - doesn't follow the 'rules' for gender,vocabulary
good,bon / bonne ...is an exception - doesn't follow the 'rules' for gender,vocabulary
bad,mal / mauvais,vocabulary
thick,épais / épaisse (m/f) ...is an exception - doesn't follow the 'rules' for gender,vocabulary
stressful,stressant / stressante (m/f),vocabulary
heavy,lourd / lourde (m/f),vocabulary
spacious,spacieux / spacieuse ...is an exception - doesn't follow the 'rules' for gender,vocabulary
strange,étranger / étrangère (m/f) ...this also can mean foreigner,vocabulary
difficult,difficile (same m/f),vocabulary
easy,facile (same m/f),vocabulary
Spanish,espagnol /espagnole (m/f),vocabulary
German,allemand / allemande (m/f),vocabulary
Argentinian,argentin / argentine (m/f),vocabulary
Chinese,chinois / chinoise (m/f),vocabulary
Africa,l'afrique,vocabulary
Asia,l'asia,vocabulary
to cough,tousser; eg. Je tousse,verbs
I have a soar throat.,J'ai mal à la gorge.; generally to say you hurt somewhere it is AVOIR + MAL + à + le/la/les + part of the body,verbs
I have a stomach ache.,J'ai mal au ventre.; à + el = au,vocabulary
I have a headache. / My head hurts.,J'ai mal à la tête.;à + la is ok as-is,vocabulary
My feet hurt.,J'ai mal aux pieds.; à + les = aux,vocabulary
I have a fever.,J'ai de la fièvre.,vocabulary
a body,un corps,vocabulary
a head,une tête,vocabulary
hair,literally one hair is 'un cheveu' but typically we use the plural to indicate hair: les cheveux; both are pronounced 'shuh-voo',vocabulary
a helmet (like for cycling or skiing),un casque,vocabulary
a face,un visage,vocabulary
an eye / the eyes,un oeil / les yeux,vocabulary
a nose,un nez,vocabulary
a mouth,une bouche,vocabulary
a tooth,une dent,vocabulary
an ear / the ears,une oreille ('oo-no-ray') / les oreilles ('le-zo-ray'),vocabulary
an arm,un bras,vocabulary
a finger,un doigt,vocabulary
a hand,une main,vocabulary
a leg,une jambe,vocabulary
a toe,un orteil,vocabulary
a foot,un pied; Je viene a pied. = I come by foot.,vocabulary
a stomach / a tummy,une estomac / le ventre,vocabulary
a chest,une poitrine,vocabulary
the butt,les fesses; always plural,vocabulary
a dash,un tiret,vocabulary
a slash,slash (same) OR barre de fraction (for division),vocabulary
a comma,une virgule,vocabulary
a period (punctuation mark),le point ('pwoh') ...just say 'pwoh' when spelling an email address ,vocabulary
@ aka 'at',une arobase ('ar-row-baz'),vocabulary
an apostrophe ('),une apostrophe ('a-po-strof'),vocabulary
quotation marks,des guillemets,vocabulary
a question mark,le point d'interrogation,vocabulary
an exclamation point,le point d'exclamation,vocabulary
uppercase / lowercase,majuscule / minuscule,vocabulary
half,la moitié,vocabulary
a class,une classe,vocabulary
to french class - as in I'm going to french class.,en classe de français; Je vais en classe de français.,vocabulary
a number,nombre (uncertain of gender),vocabulary
a family name / a first name,un nom / un prénom,vocabulary
fast,vite ('veet') OR rapide; use vite when someone or something does something quickly; use rapide when something IS fast e.g. Le train est rapide.,vocabulary
slow / slowly,lent ('lon') / lentemont; to turn an adjective into an adverb add -mont or -emont (like how we add -y in english),vocabulary
dangerous,dangereux,vocabulary
degrees celsius,degré Celsius,vocabulary
degrees fahrenheit,degré Fahrenheit,vocabulary
the weather,la météo,vocabulary
It's six degrees (outside).,Il fait six degrés.; say it as if one word ('eel-fay-ses-deg-ray'); talking about weather uses faire,vocabulary
It's hot.,Il fait chaud ('show').,vocabulary
...because I'm cold / ...because it's cold,parce que j'ai froid. / parce qu'il fait froid ('fwa').; parce que becomes parce qu'il and it's one word - no pause for the apostrophe,vocabulary
It's nice (outside). ...regarding weather,Il fait beau.,vocabulary
It's sunny.,Il fait soleil. OR Il y a du soleil.,vocabulary
It's raining.,Il fait pleut. OR Il y a de la pliue.; the former is more idiomatic - uses faire; the latter translates as: There is rain.,vocabulary
It's snowing. / Is it snowing?,Il neige. / Il va neiger?,vocabulary
It's cloudy.,Il y a des nuages (gris).,vocabulary
It's windy.,Il y a du vent. (pronounced 'von' ...that nasal ohn sound where lips make o-shape; very different from the word vin which is like 'vehn' with wide mouth like INgenénieur),vocabulary
heat wave,la canicule,vocabulary
advice,le conseil,vocabulary
the law,la loi,vocabulary
success,succés ('sook-say'),vocabulary
She is successful.,Elle a beaucoup de succés dans ses affaires.,vocabulary
casual style,style décontracte,vocabulary
a step (in a process),une étape ('ay-tap'); e.g. la première étape + la deuxième étape...,vocabulary
in spite of,malgrè; e.g. Malgrè les problèmes...,vocabulary
What word do you use to contradict an assumption?,si; This word is almost always used when responding to a question phrased in the negative.,vocabulary
Respond to: Tu n'aimes pas les films d'action?,Si mais je préfère les films d'horreur,vocabulary
the movie showing at 8pm,à la séance de 20h; the literal translation is 'projection',vocabulary
a webpage / a website,un page internet / un site internet ('seet'),vocabulary
navigation bar on a website,les rubriques; this is the menu of tabs on a website,vocabulary
news,actu,vocabulary
live (in real time); e.g. a live broadcast,en direct,vocabulary
Merry Christmas! Happy Holidays! Happy New Year!,Joyeux noël! Bonnes fêtes! Bonne année!; NB: Be careful with fêtes. It cannot always be used to translate from holiday and fêtes often means party instead.,vocabulary
the vacation,les vacances; NB: There is only one word for holidays/vacation in French (les vacances). This is used for any time off throughout the year EXCEPT Christmas/New Years which use different and specific terms.,vocabulary
la fête,the party; NB: Sometimes this refers to holidays but not in all cases.,vocabulary
the Christmas holiday,les fêtes de Noël,vocabulary
New Year's Eve,le Réveillon,vocabulary
How were your holidays / vacation?,Comment étaient tes vacances?; The subject is your vacation (tes vacances).; The verb (pronounced same as summer - 'eh-tay') is être conjugated in the imperfait (imperfect) tense.,verbs
How was your Christmas (holiday)?,Comment étaient tes fêtes de Noël?; The subject is your Christmas holiday.; The verb (pronounced same as summer - 'eh-tay') is être conjugated in the imperfait (imperfect) tense.,verbs
How was your New Year's Eve?,Comment étaient ton Réveillon?; The subject is your New Year's Eve.; The verb (pronounced same as summer - 'eh-tay') is être conjugated in the imperfait (imperfect) tense.,verbs
What is the imperfait (imperfect) tense?,It is used when talking about something that happened in the past with a continuing/ambigous time frame (e.g. when telling a story about something that happened in the past) or describing how someone or something was in the past (but the situation or person may have changed since then).; Example: I bought something at the store (past) / I was buying something at the store. (imperfect); Example: I walked on the beach. (past) / I used to walk on the beach. (imperfect);,verbs
What are the two english phrases that - when translated - almost always use the imperfait?,I was + I were ...with any subject,verbs
Conjugate être (to be) in the imperfait (I was + You were + He was + We were + You guys were + They were),J'étais ('jeh-tay') + Tu étais ('tu-eh-tay' OR 'teh-tay' but always spelled as two words) + Il/Elle était ('eh-tay') + Nous étions ('eh-teeon')+ Vous étiez ('eh-teeay')+ Ils/Elles étaient ('eh-tay'),verbs
How do you form the imperfait (imperfect) in french?,STEM of the infinitive + imparfait endings; There is no auxiliary/helper verb (as in passé composé).; NB: For all -ER verbs the imperfait form sounds exactly the same as the infinitive for ALL subjects except nous and vous.,verbs
Conjugate marcher (to walk) in the imperfait (I was walking + You were walking + etc).,Je marchais + Tu marchais + Il/Elle/On marchait + Nous marchions + Vous marchiez + Ils/Elles marchaient; NB: Marcher is a regular -ER verb so all the imperfait forms (except nous and vous) sound exactly the same as the infinitive - though they are spelled differently.,verbs
I ate. / I was eating.,J'ai mangé. / Je mangeais.; Both are pronounced exactly the same as the infinitive.; Manger is a regular -ER verb all the imperfect conjugations (except nous and vous) sound exactly the same as the infinitive - though they are spelled differently.,verbs
You (informal) ate. / You (informal) were eating.,Tu a mangé. / Tu mangeais.; Both are pronounced exactly the same as the infinitive.; Manger is a regular -ER verb all the imperfect conjugations (except nous and vous) sound exactly the same as the infinitive - though they are spelled differently.,verbs
You (formal) ate. / You (formal) ate.,Vous avez mangé. ('mon-jay') / Vous mangiez. ('mon-jee-ay'); Only passé composé is pronounced the same as the infinitive because the subject is vous.; Manger is a regular -ER verb all the imperfect conjugations (except nous and vous) sound exactly the same as the infinitive - though they are spelled differently.,verbs
